family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,identificationRemarks,identifiedBy,previousIdentifications,typeStatus,catalogNumber,occurrenceID,associatedMedia,occurrenceRemarks,recordedBy,basisOfRecord,institutionCode,collectionCode,country,countryCode,stateProvince,county,locality,verbatimLocality,decimalLatitude,decimalLongitude,eventDate,fieldNumber,RDF_path,IMAGE_path,mediaLink
Asteraceae,Ageratum,conyzoides,,Ageratum conyzoides (L.) L.,(L.) L.,,,,"
Ageratum conyzoides (L.) L.",,P025648,http://coldb.mnhn.fr/catalognumber/mnhn/p/p025648,http://imager.mnhn.fr/imager3/w400/media/1441343204556uPO4w6t9zWuGsV8O,,"Néré, de",PreservedSpecimen,MNHN,P,Congo,cg,,,,Environs de Boko-Songho,,,1963-7-16,1524,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P025648.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P025648.jpg,http://mediaphoto.mnhn.fr/media/1441343204556uPO4w6t9zWuGsV8O
Phyllanthaceae,Bridelia,balansae,,Bridelia balansae Tutcher,Tutcher,,,Dressler,"
Bridelia balansae Tutcher",,P00127192,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00127192,http://imager.mnhn.fr/imager3/w400/media/1441439260932Jkl55p1KfHIhmufE,"Herb. Lingnan Nat. Hist. Survey and Museum Lingnan Univ., Canton, China","Wai-Tak, T.",PreservedSpecimen,MNHN,P,Chine,cn,,,,"Sai Young Po Wok, Kung Shue, Lin Fa Shan (Taam Chau-Lam Ko District)",,,1928-5-9,336 17085 l.u.,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00127192.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00127192.jpg,http://mediaphoto.mnhn.fr/media/1441439260932Jkl55p1KfHIhmufE
Fabaceae,Eriosema,bojeri,,Eriosema bojeri Baker,Baker,,,Du Puy & Labat,"
Eriosema bojeri Baker",,P0008417,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0008417,http://imager.mnhn.fr/imager3/w400/media/14413342364697hqZ80KeM7CKURmc,,"Perrier de la Bâthie, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Centre: Antsirabe,-19.85,47.03333,1914-1,4788,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0008417.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0008417.jpg,http://mediaphoto.mnhn.fr/media/14413342364697hqZ80KeM7CKURmc
Lamiaceae,Dracocephalum,austriacum,,Dracocephalum austriacum L.,L.,,,,"
Dracocephalum austriacum L.",,P00081634,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00081634,http://imager.mnhn.fr/imager3/w400/media/1441362010316d5Xy9ekILMboMW5b,Donné par M. le Dr Grenier en 1875.,"Boullu, A.E.",PreservedSpecimen,MNHN,P,France,fr,04 Alpes-de-Haute-Provence,,Digne,Environs de Digne (Basses Alpes),,,1848-6,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00081634.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00081634.jpg,http://mediaphoto.mnhn.fr/media/1441362010316d5Xy9ekILMboMW5b
Plantaginaceae,Erinus,alpinus,,Erinus alpinus L.,L.,,,Sag,"
Erinus alpinus L.",,P035347,http://coldb.mnhn.fr/catalognumber/mnhn/p/p035347,http://imager.mnhn.fr/imager3/w400/media/1441378266135Ted8HMlXbVNd5BOU,,"Sag, G.",PreservedSpecimen,MNHN,P,France,fr,48 Lozère,les vignes,,Les Vignes (Gorges du Tarn),,,1978-5-7,3332 b,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P035347.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P035347.jpg,http://mediaphoto.mnhn.fr/media/1441378266135Ted8HMlXbVNd5BOU
Apocynaceae,Vinca,herbacea,,Vinca herbacea Waldst. & Kit.,Waldst. & Kit.,,,Delacour,"
Vinca herbacea Waldst. & Kit.",,P00056204,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00056204,http://imager.mnhn.fr/imager3/w400/media/1441398692885IvfbqlE3rqCfXHyw,,"Delacour, T.",PreservedSpecimen,MNHN,P,France,fr,75 Paris,,,"""ex horto fac. med. Parisiensis"" pour : jardin de la faculté de médecine de Paris",,,1857-5-9,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00056204.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00056204.jpg,http://mediaphoto.mnhn.fr/media/1441398692885IvfbqlE3rqCfXHyw
Orchidaceae,Ophrys,lutea,minor,Ophrys lutea Cav. var. minor (Tod.) Guss.,(Tod.) Guss.,varietas,,Sag,"
Ophrys lutea Cav.",,P00041573,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00041573,http://imager.mnhn.fr/imager3/w400/media/14413067133945Nci9w0evVSl5Rxf,,"Sag, G.",PreservedSpecimen,MNHN,P,Grèce,gr,Crète,,,Crète : Hagia Varvara,,,1976-4-21,784 d,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00041573.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00041573.jpg,http://mediaphoto.mnhn.fr/media/14413067133945Nci9w0evVSl5Rxf
Asteraceae,Wollastonia,biflora,canescens,Wollastonia biflora (L.) DC. var. canescens (Gaudich.) Fosberg,(Gaudich.) Fosberg,varietas,,Sachet,"
Wedelia biflora (L.) DC. var. canescens (Gaudich.) Fosberg | Wollastonia biflora (L.) DC.",,P00123245,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123245,http://imager.mnhn.fr/imager3/w400/media/1441360722573HfVxKr4IZ7RVDDgs,,"Fosberg, F.R.",PreservedSpecimen,MNHN,P,Guam,gu,,,,"The Marianas Islands Guam, Mt. Alutom, east of Sumay.",13.4325,144.7125,1946-7-1,25384,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00123245.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00123245.jpg,http://mediaphoto.mnhn.fr/media/1441360722573HfVxKr4IZ7RVDDgs
Fabaceae,Crotalaria,aculeata,,Crotalaria aculeata De Wild.,De Wild.,,,Polhill,"
Crotalaria aculeata De Wild.",,P0009826,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0009826,http://imager.mnhn.fr/imager3/w400/media/1441335405306QWd0QbgYzIRuXUBo,,"Decary, R.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Ankaizinana,-14.5,48.91667,1923-4-17,1890,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0009826.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0009826.jpg,http://mediaphoto.mnhn.fr/media/1441335405306QWd0QbgYzIRuXUBo
Phyllanthaceae,Phyllanthus,nothisii,alticola,Phyllanthus nothisii M.Schmid var. alticola M.Schmid,M.Schmid,varietas,,Schmid,"
Phyllanthus nothisii M.Schmid",,P00066284,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00066284,http://imager.mnhn.fr/imager3/w400/media/1441439217735vCh90KH0DQjhzjEB,,"Jaffré, T.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Massif du Boulinda.,,,1972-11-20,1071,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00066284.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00066284.jpg,http://mediaphoto.mnhn.fr/media/1441439217735vCh90KH0DQjhzjEB
Fabaceae,Cajanus,cajan,,Cajanus cajan (L.) Millsp.,(L.) Millsp.,,,Labat,"
Cajanus cajan (L.) Millsp.",,P0013907,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0013907,http://imager.mnhn.fr/imager3/w400/media/1441335409151wvN1ZNo3LqvODKLQ,,Service forestier|Verdet,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Vatomandry,-19.33333,48.98333,1951-5-2,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0013907.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0013907.jpg,http://mediaphoto.mnhn.fr/media/1441335409151wvN1ZNo3LqvODKLQ
Asteraceae,Anthemis,tigrensis,,Anthemis tigrensis A.Rich.,A.Rich.,,,,"
Anthemis tigreensis J.Gay ex A.Rich.",,P00092453,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00092453,http://imager.mnhn.fr/imager3/w400/media/1441344096112bb8jmsThG1txWO43,,"Petit, A.",PreservedSpecimen,MNHN,P,Ethiopie,et,,,,Tigré,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00092453.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00092453.jpg,http://mediaphoto.mnhn.fr/media/1441344096112bb8jmsThG1txWO43
Balsaminaceae,Impatiens,bisaccata,,Impatiens bisaccata Warb.,Warb.,,,Fischer,"
Impatiens sp. L. | Impatiens bisaccata Warb.",,P00078848,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00078848,http://imager.mnhn.fr/imager3/w400/media/14413795099383yycbcdH57hx4OsZ,,"Labat, J.N.|Randrianjohany, E.|Andrianantoanina, O.",PreservedSpecimen,MNHN,P,Madagascar,mg,antsiranana,antsiranana,Joffre Ville,,-12.4975,49.17333,1996-12-3,2873,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00078848.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00078848.jpg,http://mediaphoto.mnhn.fr/media/1464695950315grCt39nW0snQ9IS7
Lamiaceae,Teucrium,pseudoscorodonia,crispum,Teucrium pseudoscorodonia Desf. var. crispum (Pomel) Batt.,(Pomel) Batt.,varietas,,Maire,"
Teucrium crispum Pomel",,P00084090,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00084090,http://imager.mnhn.fr/imager3/w400/media/14424345733730j8nyjEXooW3kZzI,,"Pomel, A.N.",PreservedSpecimen,MNHN,P,Algérie,dz,,,,Oran,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00084090.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00084090.jpg,http://mediaphoto.mnhn.fr/media/14424345733730j8nyjEXooW3kZzI
Alismataceae,Alisma,ranunculoides,,Alisma ranunculoides L.,L.,,,de Forestier,"
Baldellia ranunculoides (L.) Parl. | Baldellia ranunculoides (L.) Parl.",,P00046162,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00046162,http://imager.mnhn.fr/imager3/w400/media/14413046030794paIzaPIM1f923BE,,"Forestier, A. de",PreservedSpecimen,MNHN,P,France,fr,78 Yvelines,,,Marais de Saint Léger,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00046162.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00046162.jpg,http://mediaphoto.mnhn.fr/media/14413046030794paIzaPIM1f923BE
Fabaceae,Millettia,lenneoides,,Millettia lenneoides Vatke,Vatke,,,Du Puy & Labat,"
Millettia lenneoides Vatke",,P0005776,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0005776,http://imager.mnhn.fr/imager3/w400/media/1441333610366UAbJYkAdMNEGXnD7,,Réserves Naturelles Madagascar|Botoalina,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Antsalova,-18.66667,44.61667,1958-11-24,10339 rn,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0005776.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0005776.jpg,http://mediaphoto.mnhn.fr/media/1441333610366UAbJYkAdMNEGXnD7
Solanaceae,Solanum,americanum,,Solanum americanum Mill.,Mill.,,,Knapp,"
Solanum americanum Mill. | Solanum americanum Mill.",,P00055778,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00055778,http://imager.mnhn.fr/imager3/w400/media/1441364078604GFti4vY06Kzf2DcH,,"Eberhardt, P.A.",PreservedSpecimen,MNHN,P,Indochine,vn,,,,"Annam, province Thua-thien, Hué",,,,1203,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00055778.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00055778.jpg,http://mediaphoto.mnhn.fr/media/1441364078604GFti4vY06Kzf2DcH
Fabaceae,Lablab,purpureus,uncinatus,Lablab purpureus (L.) Sweet subsp. uncinatus Verdc.,Verdc.,subspecies,,Du Puy & Labat,"
Lablab purpureus (L.) Sweet",,P0006597,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0006597,http://imager.mnhn.fr/imager3/w400/media/1441333725704gsdgV2qJUDzyRRBU,,"Peltier, M.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Amborovy,-15.66667,46.35,1965-6-18,5286,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0006597.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0006597.jpg,http://mediaphoto.mnhn.fr/media/1441333725704gsdgV2qJUDzyRRBU
Asteraceae,Athanasia,crithmifolia,,Athanasia crithmifolia L.,L.,,,,"
Athanasia crithmifolia L.",,P00091863,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00091863,http://imager.mnhn.fr/imager3/w400/media/1441344974274j1sCv6Qf3oLuX4ri,,"Ecklon, C.F.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,Mont Tabulaire,,,,118 b,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00091863.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00091863.jpg,http://mediaphoto.mnhn.fr/media/1441344974274j1sCv6Qf3oLuX4ri
Cyperaceae,Fuirena,umbellata,,Fuirena umbellata Rottb.,Rottb.,,,Raynal,"
Fuirena umbellata Rottb.",,P00071577,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00071577,http://imager.mnhn.fr/imager3/w400/media/1441313037459fC2TkQGbl8eIasn9,,"Poilane, E.",PreservedSpecimen,MNHN,P,Indochine,vn,,,,"Annam, prov. Vinh, environ du poste forestier de Bang Trê Lat sur le Song Cau",,,1929-7-26,16447,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00071577.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00071577.jpg,http://mediaphoto.mnhn.fr/media/1441313037459fC2TkQGbl8eIasn9
Fabaceae,Desmodium,barbatum,dimorphum,Desmodium barbatum (L.) Benth. var. dimorphum (Baker) B.G.Schub.,(Baker) B.G.Schub.,varietas,,Du Puy & Labat,"
Desmodium barbatum (L.) Benth.",,P0008889,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0008889,http://imager.mnhn.fr/imager3/w400/media/1441334237773EO4Oa1lFWI0J0c6o,,"Hildebrandt, J.M.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Nossibé bei. Auf sonnigen Hugeln. suffr 0,5m alt",-13.33333,48.26667,1879-4,2877,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0008889.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0008889.jpg,http://mediaphoto.mnhn.fr/media/1441334237773EO4Oa1lFWI0J0c6o
Cyperaceae,Scleria,biflora,biflora,Scleria biflora Roxb. subsp. biflora,Roxb.,subspecies,,Raynal,"
Scleria biflora Roxb.",,P00079386,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00079386,http://imager.mnhn.fr/imager3/w400/media/1441315812512i0SJIah24x3QNeMJ,,"Tsang, W.T.",PreservedSpecimen,MNHN,P,Indochine,vn,,,,"Tonkin, Taai Wong Mo Shan, Tong Fa Market, Ha-coi",,,1939-9,29494,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00079386.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00079386.jpg,http://mediaphoto.mnhn.fr/media/1441315812512i0SJIah24x3QNeMJ
Asclepiadaceae,Genre,indet.,,Genre indet.,,,,Allorge,"
Pentopetia ovalifolia (Costantin & Gallaud) Klack.",,P00122640,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00122640,http://imager.mnhn.fr/imager3/w400/media/1441369458540eYv8A2W2p1xdUMNR,,"Allorge, L.",PreservedSpecimen,MNHN,P,Madagascar,mg,Toliara,,,,-24.83333,44.05,1998-2-14,2154,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00122640.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00122640.jpg,http://mediaphoto.mnhn.fr/media/1441369458540eYv8A2W2p1xdUMNR
Asteraceae,Pleiotaxis,pulcherrima,,Pleiotaxis pulcherrima Steetz,Steetz,,,Lebrun,"
Pleiotaxis pulcherrima Steetz",,P0010556,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0010556,http://imager.mnhn.fr/imager3/w400/media/14413432373095ADawLRRyx2JYZJf,,"Kassner, T.",PreservedSpecimen,MNHN,P,Congo,cd,,,,"Kipaela, under trees",,,1908-3-2,2549,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0010556.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0010556.jpg,http://mediaphoto.mnhn.fr/media/14413432373095ADawLRRyx2JYZJf
Asteraceae,Helichrysum,rotundatum,,Helichrysum rotundatum Harv.,Harv.,,,,"
Eriosphaera coriacea DC.",,P00042693,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00042693,http://imager.mnhn.fr/imager3/w400/media/1442337959158kRXRYJeJ4hwkuMsm,,"Drège, J.F.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,Zwellendam,,,,1773,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00042693.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00042693.jpg,http://mediaphoto.mnhn.fr/media/1442337959158kRXRYJeJ4hwkuMsm
Fabaceae,Phyllodium,elegans,,Phyllodium elegans (Lour.) Desv.,(Lour.) Desv.,,,Dy Phon,,néotype,P00093020,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00093020,http://imager.mnhn.fr/imager3/w400/media/1446551168386mRiLb555yehCbmW9,,"Gaudichaud, C.",PreservedSpecimen,MNHN,P,Chine,cn,,,,Canton et Macao,,,1837-1,147,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00093020.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00093020.jpg,http://mediaphoto.mnhn.fr/media/1446551168386mRiLb555yehCbmW9
Fabaceae,Crotalaria,xanthoclada,,Crotalaria xanthoclada Bojer ex Benth.,Bojer ex Benth.,,,,"
Crotalaria xanthoclada Bojer ex Benth.",,P0012984,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0012984,http://imager.mnhn.fr/imager3/w400/media/1441335154735IWGtg92F4sL4oQXl,,"Perrier de la Bâthie, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Centre: Environs d'Antsirabe,-19.85,47.03333,1914-2,4797,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0012984.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0012984.jpg,http://mediaphoto.mnhn.fr/media/1441335154735IWGtg92F4sL4oQXl
Asteraceae,Dichrocephala,chrysanthemifolia,,Dichrocephala chrysanthemifolia (Blume) DC.,(Blume) DC.,,,,"
Dichrocephala chrysanthemifolia (Blume) DC.",,P027311,http://coldb.mnhn.fr/catalognumber/mnhn/p/p027311,http://imager.mnhn.fr/imager3/w400/media/1441343782084sn533lDNLFtfAaEx,,"Breteler, F.J.|De Wilde, J.J.F.E.|Leeuwenberg, A.J.M.|Letouzey, R.",PreservedSpecimen,MNHN,P,Cameroun,cm,,,,Johann-Albrechtshütte. Mont Cameroun,,,1962-1-30,mc 19,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P027311.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P027311.jpg,http://mediaphoto.mnhn.fr/media/1441343782084sn533lDNLFtfAaEx
Asteraceae,Senecio,mucronatus,,Senecio mucronatus (Thunb.) Willd.,(Thunb.) Willd.,,,,"
Senecio mucronatus (Thunb.) Willd.",,P00126122,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00126122,http://imager.mnhn.fr/imager3/w400/media/144134319260716UZNrk0gPrkMdMH,,"Drège, J.F.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,Paarlberg,,,1827-12-12,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00126122.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00126122.jpg,http://mediaphoto.mnhn.fr/media/144134319260716UZNrk0gPrkMdMH
Rubiaceae,Bertiera,zaluzania,,Bertiera zaluzania Comm. ex C.F.Gaertn.,Comm. ex C.F.Gaertn.,,,Verdcourt,,isosyntype,P00121716,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00121716,http://imager.mnhn.fr/imager3/w400/media/1442485879398ffmCkI84ZDaDolDS,,"Commerson, P.",PreservedSpecimen,MNHN,P,Ile de France [Maurice],mu,,,,,,,,355,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00121716.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00121716.jpg,http://mediaphoto.mnhn.fr/media/1442485879398ffmCkI84ZDaDolDS
Asteraceae,Dimorphotheca,chrysanthemifolia,,Dimorphotheca chrysanthemifolia (Vent.) DC.,(Vent.) DC.,,,,"
Dimorphotheca chrysanthemifolia (Vent.) DC.",,P00126625,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00126625,http://imager.mnhn.fr/imager3/w400/media/1441342808917qBXCVe4JLfKdSftu,,"Drège, J.F.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,zw. Wagenmaakzervalei und Dutoitskloof,,,1828-1-7,1720,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00126625.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00126625.jpg,http://mediaphoto.mnhn.fr/media/1441342808917qBXCVe4JLfKdSftu
Malpighiaceae,Tristellateia,bernierana,,Tristellateia bernierana A.Juss.,A.Juss.,,,Sebastiani,"
Tristellateia bernierana A.Juss.",,P00048068,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00048068,http://imager.mnhn.fr/imager3/w400/media/1442327875682vRpsita47Zav1EF0,,"Bernier, J.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,,,,,232 bis,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00048068.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00048068.jpg,http://mediaphoto.mnhn.fr/media/1442327875682vRpsita47Zav1EF0
Pteridophyta,Doryopteris,concolor,,Doryopteris concolor (Langsd. & Fisch.) Kuhn,(Langsd. & Fisch.) Kuhn,,,Rakotondrainibe,"
Doryopteris kirkii (Hook.) Alston | Doryopteris concolor (Langsd. & Fisch.) Kuhn",,P00085754,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00085754,http://imager.mnhn.fr/imager3/w400/media/1441294937266N1Co21DBCUWzkRjr,,"Rakotondrainibe, F.",PreservedSpecimen,MNHN,P,Madagascar,mg,antsiranana,antsiranana,Parc National de la Montagne d'Ambre,,-12.51667,49.16667,1992-3-20,1515,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00085754.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00085754.jpg,http://mediaphoto.mnhn.fr/media/1441294937266N1Co21DBCUWzkRjr
Pteridophyta,Phlegmariurus,ophioglossoides,,Phlegmariurus ophioglossoides (Lam.) A.R.Field & Bostock,(Lam.) A.R.Field & Bostock,,,,"
Huperzia ophioglossoides (Lam.) Rothm. | Huperzia ophioglossoides (Lam.) Rothm.",,P00067292,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00067292,http://imager.mnhn.fr/imager3/w400/media/1441294931488Vqfu79jxGsJrZbPJ,,"Rakotondrainibe, F.",PreservedSpecimen,MNHN,P,Madagascar,mg,Toliara,tolanaro (fort dauphin),Eminiminy,,-24.57083,46.74028,1995-11-21,3169,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00067292.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00067292.jpg,http://mediaphoto.mnhn.fr/media/1441294931488Vqfu79jxGsJrZbPJ
Melastomataceae,Memecylon,delphinense,,Memecylon delphinense H.Perrier,H.Perrier,,Not. Syst. 12: 112 (1945),Perrier de la Bâthie,,holotype,P00057764,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00057764,http://imager.mnhn.fr/imager3/w400/media/1442344564147gPFdjMHCPHygYw2p,,"Decary, R.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Dunes environs de Fort-Dauphin,,,1932-10-23,10853,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00057764.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00057764.jpg,http://mediaphoto.mnhn.fr/media/1442344564147gPFdjMHCPHygYw2p
Myrtaceae,Melaleuca,gnidioides,,Melaleuca gnidioides Brongn. & Gris,Brongn. & Gris,,,Dawson,"
Melaleuca gnidioides Brongn. & Gris",,P00110238,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00110238,http://imager.mnhn.fr/imager3/w400/media/1441395809994PH225uTV6JHdyL3B,,"MacKee, H.S.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Vallée Poudjémia,-22.04528,166.735,1979-11-7,37551,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00110238.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00110238.jpg,http://mediaphoto.mnhn.fr/media/1441395809994PH225uTV6JHdyL3B
Asteraceae,Othonna,humilis,,Othonna humilis Schltr.,Schltr.,,Bot. Jahrb. 27 : 214 (1900).,,,isotype,P0004781,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0004781,http://imager.mnhn.fr/imager3/w400/media/1442425383788D7S4B6OCjZUD6B2t,,"Schlechter, F.R.R.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,Terra capensis. Ezelbank,,,1896-9-1,8806,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0004781.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0004781.jpg,http://mediaphoto.mnhn.fr/media/1442425383788D7S4B6OCjZUD6B2t
